# Interactor 1 uniprot id	Interactor 1 Ensembl gene id	Interactor 1 Entrez Gene id	Interactor 2 uniprot id	Interactor 2 Ensembl gene id	Interactor 2 Entrez Gene id	Interaction type	Interaction context	Pubmed references
uniprotkb:Q15761	ENSEMBL:ENSG00000164129	EntrezGene:4889	uniprotkb:P01303	ENSEMBL:ENSG00000122585	EntrezGene:4852	complex	R-HSA-388866	-
uniprotkb:P40763	ENSEMBL:ENSG00000168610	EntrezGene:6774	uniprotkb:P42224	ENSEMBL:ENSG00000115415	EntrezGene:6772	complex	R-HSA-8950267	-
reactome:R-HSA-6790891	-	-	reactome:R-HSA-6791194	-	-	complex	R-HSA-6791199	-
ChEBI:16325	-	-	uniprotkb:Q15788	ENSEMBL:ENSG00000084676	EntrezGene:8648	complex	R-HSA-5340274	-
uniprotkb:Q96JK9	ENSEMBL:ENSG00000196782	EntrezGene:55534	uniprotkb:Q04721	ENSEMBL:ENSG00000134250	EntrezGene:4853	reaction	R-HSA-2197588	17284587|11101851
reactome:R-HSA-190328	-	-	uniprotkb:P19174	ENSEMBL:ENSG00000124181	EntrezGene:5335	complex	R-HSA-5654166	-
reactome:R-HSA-74678	-	-	uniprotkb:Q9Y4H2	ENSEMBL:ENSG00000185950	EntrezGene:8660	complex	R-HSA-74695	-
uniprotkb:P30291	ENSEMBL:ENSG00000166483	EntrezGene:7465	uniprotkb:Q8TDN4	ENSEMBL:ENSG00000134508	EntrezGene:91768	complex	R-HSA-1013858	-
uniprotkb:P30291	ENSEMBL:ENSG00000166483	EntrezGene:7465	reactome:R-HSA-170092	-	-	reaction	R-HSA-170156	-
uniprotkb:P08243	ENSEMBL:ENSG00000070669	EntrezGene:440	uniprotkb:P08243	ENSEMBL:ENSG00000070669	EntrezGene:440	complex	R-HSA-507865	2564390
reactome:R-HSA-421002	-	-	uniprotkb:Q9C0E4	-	-	reaction	R-HSA-421007	16055064
uniprotkb:O60674	ENSEMBL:ENSG00000096968	EntrezGene:3717	reactome:R-HSA-873829	-	-	reaction	R-HSA-873919	15143187|20304997|15530433|9111318
ChEBI:28815	-	-	uniprotkb:P22607-2	ENSEMBL:ENSG00000068078	EntrezGene:2261	complex	R-HSA-190380	-
reactome:R-HSA-194364	-	-	uniprotkb:Q9GZV5	ENSEMBL:ENSG00000018408	EntrezGene:25937	complex	R-HSA-2028649	11118213
uniprotkb:P32004	ENSEMBL:ENSG00000198910	EntrezGene:3897	uniprotkb:P13591	ENSEMBL:ENSG00000149294	EntrezGene:4684	reaction	R-HSA-374681	8509458|2295682|10611478
uniprotkb:Q16543	ENSEMBL:ENSG00000105401	EntrezGene:11140	uniprotkb:Q16543	ENSEMBL:ENSG00000105401	EntrezGene:11140	complex	R-HSA-1225828	-
reactome:R-HSA-8951959	-	-	reactome:R-HSA-8951995	-	-	complex	R-HSA-8951976	24229708
reactome:R-HSA-109634	-	-	reactome:R-HSA-5696681	-	-	complex	R-HSA-5689862	14517266
reactome:R-HSA-350870	-	-	uniprotkb:P49354	ENSEMBL:ENSG00000168522	EntrezGene:2339	reaction	R-HSA-201640	11313965
reactome:R-HSA-6802627	-	-	reactome:R-HSA-5672691	-	-	complex	R-HSA-6802672	-
uniprotkb:P29122	ENSEMBL:ENSG00000140479	EntrezGene:5046	reactome:R-HSA-8857969	-	-	reaction	R-HSA-6784628	10900462|26934567|16109723|24397894|26934667|20581395|17088546|8020465|26933753
ChEBI:18357	-	-	uniprotkb:Q05940	ENSEMBL:ENSG00000165646	EntrezGene:6571	complex	R-HSA-374911	-
uniprotkb:Q92985	ENSEMBL:ENSG00000185507|ENSEMBL:ENSG00000276561	EntrezGene:3665	uniprotkb:Q14653	ENSEMBL:ENSG00000126456	EntrezGene:3661	complex	R-HSA-1027365	-
reactome:R-HSA-182294	-	-	uniprotkb:Q6VY07	ENSEMBL:ENSG00000175115	EntrezGene:55690	complex	R-HSA-182254	-
reactome:R-HSA-1614234	-	-	uniprotkb:Q9UPQ9	ENSEMBL:ENSG00000100354	EntrezGene:23112	complex	R-HSA-1614236	-
uniprotkb:P16234	ENSEMBL:ENSG00000134853	EntrezGene:5156	uniprotkb:P09619	ENSEMBL:ENSG00000113721	EntrezGene:5159	complex	R-HSA-8864040	-
reactome:R-HSA-8850103	-	-	ChEBI:528825	-	-	complex	R-HSA-8850089	-
uniprotkb:Q15329	ENSEMBL:ENSG00000133740	EntrezGene:1875	uniprotkb:Q14186	ENSEMBL:ENSG00000198176	EntrezGene:7027	complex	R-HSA-1226089	17531812|9199292|17531812|9199292|17531812|9199292|17531812|9199292|17531812|9199292|17531812|9199292|17531812|9199292|17531812|9199292|17531812|9199292|17531812|9199292|17531812|9199292|17531812|9199292
reactome:R-HSA-2559415	-	-	reactome:R-HSA-166850	-	-	complex	R-HSA-2559411	21873236|16439361|17726518|11544529
ChEBI:29108	-	-	uniprotkb:Q8N3E9	ENSEMBL:ENSG00000161714	EntrezGene:113026	complex	R-HSA-2023852	-
uniprotkb:P04406	ENSEMBL:ENSG00000111640	EntrezGene:2597	uniprotkb:P04406	ENSEMBL:ENSG00000111640	EntrezGene:2597	complex	R-HSA-70447	-
uniprotkb:Q9P031	ENSEMBL:ENSG00000133773	EntrezGene:29080	uniprotkb:Q15361	ENSEMBL:ENSG00000125482	EntrezGene:7270	complex	R-HSA-5688019	-
uniprotkb:P11717	ENSEMBL:ENSG00000197081	EntrezGene:3482	uniprotkb:Q15836	ENSEMBL:ENSG00000049245	EntrezGene:9341	complex	R-HSA-6814662	-
reactome:R-HSA-5654326	-	-	uniprotkb:Q06124	ENSEMBL:ENSG00000179295	EntrezGene:5781	reaction	R-HSA-5654658	9632781|14534538
reactome:R-HSA-8944643	-	-	reactome:R-HSA-2318746	-	-	complex	R-HSA-8944647	18199536
reactome:R-HSA-68450	-	-	reactome:R-HSA-174453	-	-	reaction	R-HSA-174444	-
reactome:R-CBO-5250890	-	-	uniprotkb:Q496J9	ENSEMBL:ENSG00000122012	EntrezGene:22987	complex	R-HSA-5250883	-
reactome:R-HSA-198850	-	-	reactome:R-HSA-198772	-	-	reaction	R-HSA-198824	8513896|7668255
reactome:R-HSA-1980234	-	-	ChEBI:29073	-	-	complex	R-HSA-1981160	-
uniprotkb:Q9BXL7	ENSEMBL:ENSG00000198286	EntrezGene:84433	uniprotkb:Q9BXL7	ENSEMBL:ENSG00000198286	EntrezGene:84433	-	R-HSA-2685669	-
uniprotkb:P61923	ENSEMBL:ENSG00000111481	EntrezGene:22818	uniprotkb:Q9Y678	ENSEMBL:ENSG00000181789	EntrezGene:22820	complex	R-HSA-6808857	-
reactome:R-HSA-196206	-	-	reactome:R-HSA-5675430	-	-	reaction	R-HSA-5675431	15664191|21779496
reactome:R-HSA-8875480	-	-	reactome:R-HSA-8876376	-	-	complex	R-HSA-8875481	-
reactome:R-HSA-2404189	-	-	uniprotkb:P35568	ENSEMBL:ENSG00000169047	EntrezGene:3667	complex	R-HSA-2428921	-
ChEBI:29108	-	-	uniprotkb:P32942	ENSEMBL:ENSG00000076662	EntrezGene:3385	reaction	R-HSA-5621615	10721994
uniprotkb:O94966	ENSEMBL:ENSG00000172046	EntrezGene:10869	uniprotkb:Q5XPI4	ENSEMBL:ENSG00000164068	EntrezGene:63891	complex	R-HSA-6783020	-
uniprotkb:P01344	ENSEMBL:ENSG00000167244	EntrezGene:3481	uniprotkb:P17936	ENSEMBL:ENSG00000146674	EntrezGene:3486	reaction	R-HSA-381496	12810533|10810289|11316783|11788658|7519608|8781553|7689487|15469690|11250653|9709957|15126567|7543116|2476804|15485880|10681634|9497324|1370451|12379487|17047378|12466191|10026136|7683646
uniprotkb:P53350	ENSEMBL:ENSG00000166851	EntrezGene:5347	uniprotkb:O35254	-	-	reaction	R-NUL-2423781	15678101
uniprotkb:O15085	ENSEMBL:ENSG00000132694	EntrezGene:9826	reactome:R-HSA-419164	-	-	reaction	R-HSA-419166	16212495|12101119|9308960
uniprotkb:Q00872	ENSEMBL:ENSG00000196091	EntrezGene:4604	uniprotkb:Q8WZ42	ENSEMBL:ENSG00000155657	EntrezGene:7273	complex	R-HSA-390586	-
uniprotkb:P29353-1	ENSEMBL:ENSG00000160691	EntrezGene:6464	uniprotkb:Q05209	ENSEMBL:ENSG00000127947	EntrezGene:5782	reaction	R-HSA-8934465	12052829|11432829|23846654|7929214|9232641
reactome:R-MMU-2534210	-	-	reactome:R-HSA-2534182	-	-	reaction	R-NUL-2534209	11953314
reactome:R-HSA-5672685	-	-	uniprotkb:P27361	ENSEMBL:ENSG00000102882	EntrezGene:5595	complex	R-HSA-6802636	-
uniprotkb:Q09472	ENSEMBL:ENSG00000100393	EntrezGene:2033	uniprotkb:Q08050	ENSEMBL:ENSG00000111206	EntrezGene:2305	complex	R-HSA-4088158	23240008
reactome:R-HSA-8864386	-	-	reactome:R-HSA-8864427	-	-	complex	R-HSA-8864422	9182571|10648798
uniprotkb:P04114	ENSEMBL:ENSG00000084674	EntrezGene:338	ChEBI:16113	-	-	complex	R-HSA-8855875	-
ChEBI:17621	-	-	uniprotkb:Q6PHW0	ENSEMBL:ENSG00000009765	EntrezGene:389434	complex	R-HSA-209777	-
uniprotkb:P52732	ENSEMBL:ENSG00000138160	EntrezGene:3832	uniprotkb:P52732	ENSEMBL:ENSG00000138160	EntrezGene:3832	reaction	R-HSA-984606	8548803
reactome:R-HSA-8876231	-	-	reactome:R-HSA-8876351	-	-	complex	R-HSA-8876247	-
reactome:R-HSA-3134809	-	-	reactome:R-VVI-9013755	-	-	complex	R-HSA-3134811	23251783
uniprotkb:P63272	ENSEMBL:ENSG00000213246	EntrezGene:6827	uniprotkb:O00267	ENSEMBL:ENSG00000196235	EntrezGene:6829	complex	R-HSA-112420	9450929|20159561|26659056
reactome:R-HSA-1214169	-	-	reactome:R-HSA-209680	-	-	complex	R-HSA-5617870	17851529|17761849
uniprotkb:P00450	ENSEMBL:ENSG00000047457	EntrezGene:1356	uniprotkb:Q9NP59	ENSEMBL:ENSG00000138449	EntrezGene:30061	complex	R-HSA-904825	-
uniprotkb:O60674	ENSEMBL:ENSG00000096968	EntrezGene:3717	reactome:R-HSA-2586512	-	-	reaction	R-HSA-2586555	10514492
uniprotkb:P01031	ENSEMBL:ENSG00000106804	EntrezGene:727	uniprotkb:Q9P296	ENSEMBL:ENSG00000134830	EntrezGene:27202	complex	R-HSA-964812	-
uniprotkb:Q05469	ENSEMBL:ENSG00000079435	EntrezGene:3991	uniprotkb:Q05469	ENSEMBL:ENSG00000079435	EntrezGene:3991	reaction	R-HSA-163602	-
reactome:R-HSA-3322035	-	-	ChEBI:18066	-	-	reaction	R-HSA-3322001	19699667|22248338
ChEBI:16254	-	-	uniprotkb:P12271	ENSEMBL:ENSG00000140522	EntrezGene:6017	complex	R-HSA-8981408	-
reactome:R-HSA-8935841	-	-	uniprotkb:Q9UKV8	ENSEMBL:ENSG00000123908	EntrezGene:27161	complex	R-HSA-8935860	-
reactome:R-HSA-913359	-	-	uniprotkb:Q06124	ENSEMBL:ENSG00000179295	EntrezGene:5781	reaction	R-HSA-909738	9162089
uniprotkb:P09693	ENSEMBL:ENSG00000160654	EntrezGene:917	uniprotkb:P09693	ENSEMBL:ENSG00000160654	EntrezGene:917	complex	R-HSA-1861690	-
reactome:R-HSA-9016495	-	-	reactome:R-HSA-8939903	-	-	complex	R-HSA-9008361	-
reactome:R-HSA-2028645	-	-	uniprotkb:P10398	ENSEMBL:ENSG00000078061	EntrezGene:369	complex	R-HSA-5672728	-
uniprotkb:P17612	ENSEMBL:ENSG00000072062	EntrezGene:5566	reactome:R-HSA-71786	-	-	reaction	R-HSA-163773	-
reactome:R-HSA-8876112	-	-	uniprotkb:P26374	ENSEMBL:ENSG00000203668	EntrezGene:1122	complex	R-HSA-8876113	-
reactome:R-HSA-68436	-	-	reactome:R-HSA-5653903	-	-	complex	R-HSA-5653909	-
reactome:R-HSA-947509	-	-	reactome:R-HSA-947543	-	-	reaction	R-HSA-947514	18650437
reactome:R-HSA-215987	-	-	reactome:R-HSA-2142899	-	-	complex	R-HSA-4084909	-
uniprotkb:P13861	ENSEMBL:ENSG00000114302	EntrezGene:5576	uniprotkb:P17612	ENSEMBL:ENSG00000072062	EntrezGene:5566	complex	R-HSA-5610571	-
uniprotkb:Q99728	ENSEMBL:ENSG00000138376	EntrezGene:580	uniprotkb:P38398	ENSEMBL:ENSG00000012048	EntrezGene:672	reaction	R-HSA-5659781	14560035|12832489|8944023|11773071|11573085|17848578|18443292|24516540
reactome:R-CBO-5250693	-	-	ChEBI:60913	-	-	reaction	R-HSA-5250880	19650874|19476346
uniprotkb:Q9NPF7	ENSEMBL:ENSG00000110944	EntrezGene:51561	uniprotkb:P29460	ENSEMBL:ENSG00000113302	EntrezGene:3593	complex	R-HSA-447217	18680750|27193299|23673666
uniprotkb:P51460	ENSEMBL:ENSG00000248099	EntrezGene:3640	uniprotkb:P51460	ENSEMBL:ENSG00000248099	EntrezGene:3640	complex	R-HSA-444887	-
uniprotkb:Q9UJU2	ENSEMBL:ENSG00000138795	EntrezGene:51176	uniprotkb:P35222	ENSEMBL:ENSG00000168036	EntrezGene:1499	complex	R-HSA-3299548	11136974|10080941|9488439|11266540|11713476|8757136|16630820|16630820
uniprotkb:O43704	ENSEMBL:ENSG00000173597	EntrezGene:27284	uniprotkb:O43704	ENSEMBL:ENSG00000173597	EntrezGene:27284	complex	R-HSA-176495	-
reactome:R-HSA-158318	-	-	uniprotkb:P01042	ENSEMBL:ENSG00000113889	EntrezGene:3827	complex	R-HSA-158172	-
uniprotkb:O43521	ENSEMBL:ENSG00000153094	EntrezGene:10018	uniprotkb:O43521	ENSEMBL:ENSG00000153094	EntrezGene:10018	complex	R-HSA-6802575	-
uniprotkb:Q9P299	ENSEMBL:ENSG00000005243	EntrezGene:51226	uniprotkb:P48444	ENSEMBL:ENSG00000095139	EntrezGene:372	complex	R-HSA-6808849	-
reactome:R-HSA-1638144	-	-	uniprotkb:P06400	ENSEMBL:ENSG00000139687	EntrezGene:5925	complex	R-HSA-2172665	-
uniprotkb:P53350	ENSEMBL:ENSG00000166851	EntrezGene:5347	reactome:R-HSA-2294591	-	-	reaction	R-HSA-2294580	21498573
uniprotkb:P45880	ENSEMBL:ENSG00000165637	EntrezGene:7417	ChEBI:29108	-	-	reaction	R-HSA-8949145	25171321|12438411|17178908|21720385
reactome:R-HSA-5654201	-	-	reactome:R-HSA-179864	-	-	complex	R-HSA-5654189	-
reactome:R-HSA-5653837	-	-	ChEBI:16516	-	-	reaction	R-HSA-5653840	24768535
reactome:R-HSA-5229238	-	-	uniprotkb:Q8WUG5	ENSEMBL:ENSG00000092096	EntrezGene:51310	complex	R-HSA-5246491	-
reactome:R-HSA-3222171	-	-	reactome:R-HSA-6803390	-	-	complex	R-HSA-6803394	10891498
reactome:R-HSA-1252008	-	-	uniprotkb:P46937	ENSEMBL:ENSG00000137693	EntrezGene:10413	complex	R-HSA-1253341	-
reactome:R-HSA-5622008	-	-	ChEBI:16595	-	-	complex	R-HSA-169696	-
ChEBI:29035|ChEBI:29035	-	-	uniprotkb:Q9C0D9	ENSEMBL:ENSG00000138018	EntrezGene:85465	complex	R-HSA-1500584	-
reactome:R-HSA-5357522	-	-	reactome:R-HSA-68440	-	-	complex	R-HSA-5358511	11809883
reactome:R-HSA-205097	-	-	uniprotkb:Q13352	ENSEMBL:ENSG00000142856	EntrezGene:23421	complex	R-HSA-210946	-
uniprotkb:P01137	ENSEMBL:ENSG00000105329	EntrezGene:7040	uniprotkb:P01137	ENSEMBL:ENSG00000105329	EntrezGene:7040	complex	R-HSA-6791037	-
reactome:R-HSA-8869519	-	-	uniprotkb:P20248	ENSEMBL:ENSG00000145386	EntrezGene:890	complex	R-HSA-6783143	-
uniprotkb:O43303	ENSEMBL:ENSG00000103540	EntrezGene:9738	uniprotkb:Q8TEY7	ENSEMBL:ENSG00000077254	EntrezGene:23032	complex	R-HSA-6783034	-
ChEBI:17898	-	-	uniprotkb:P50120	ENSEMBL:ENSG00000114113	EntrezGene:5948	reaction	R-HSA-2399913	18295589
uniprotkb:Q9Y478	ENSEMBL:ENSG00000111725	EntrezGene:5564	uniprotkb:P54619	ENSEMBL:ENSG00000181929	EntrezGene:5571	complex	R-HSA-6805467	-
reactome:R-HSA-3209194	-	-	uniprotkb:Q86Z02	ENSEMBL:ENSG00000163349	EntrezGene:204851	complex	R-HSA-6799433	23676219|12702766
uniprotkb:O15155	ENSEMBL:ENSG00000105829	EntrezGene:10282	uniprotkb:O14653	ENSEMBL:ENSG00000108433	EntrezGene:9570	complex	R-HSA-5694305	-
reactome:R-HSA-70400	-	-	ChEBI:17925	-	-	reaction	R-HSA-499981	8457197|7589840|11780755|9751501|7593639|17380317|7929812|8987985|8027028
reactome:R-HSA-5624072	-	-	uniprotkb:A6NIH7	ENSEMBL:ENSG00000175970	EntrezGene:84747	complex	R-HSA-5637984	-
uniprotkb:Q16659	ENSEMBL:ENSG00000069956	EntrezGene:5597	reactome:R-HSA-5687063	-	-	reaction	R-HSA-5687094	15577943|18248330|19473979|15538386|18720373|16971392|16973613
uniprotkb:O60763	ENSEMBL:ENSG00000138768	EntrezGene:8615	uniprotkb:O60763	ENSEMBL:ENSG00000138768	EntrezGene:8615	complex	R-HSA-5694302	-
reactome:R-HSA-5357756	-	-	uniprotkb:Q9NQC7	ENSEMBL:ENSG00000083799	EntrezGene:1540	complex	R-HSA-5357950	22297296
reactome:R-HSA-8852493	-	-	uniprotkb:P06681	ENSEMBL:ENSG00000166278|ENSEMBL:ENSG00000204364|ENSEMBL:ENSG00000206372|ENSEMBL:ENSG00000226560|ENSEMBL:ENSG00000231543|ENSEMBL:ENSG00000235017|ENSEMBL:ENSG00000235696	EntrezGene:717	reaction	R-HSA-166792	70787|12396008|6019133|10925294
ChEBI:16247	-	-	uniprotkb:P04114	ENSEMBL:ENSG00000084674	EntrezGene:338	complex	R-HSA-8866311	-
uniprotkb:Q9BQ51	ENSEMBL:ENSG00000197646	EntrezGene:80380	uniprotkb:P06239	ENSEMBL:ENSG00000182866	EntrezGene:3932	complex	R-HSA-389746	-
reactome:R-HSA-1839001	-	-	reactome:R-HSA-1839061	-	-	reaction	R-HSA-1839098	10579907
uniprotkb:Q9Y4X3	ENSEMBL:ENSG00000213927	EntrezGene:10850	uniprotkb:P46092	ENSEMBL:ENSG00000184451	EntrezGene:2826	complex	R-HSA-373236	-
uniprotkb:P62877	ENSEMBL:ENSG00000100387	EntrezGene:9978	reactome:R-HSA-8952580	-	-	reaction	R-HSA-8952638	26344709|18805092|26460955|10597293|25314029
reactome:R-HSA-8869173	-	-	uniprotkb:P49407	ENSEMBL:ENSG00000137486	EntrezGene:408	complex	R-HSA-8869193	-
reactome:R-HSA-448724	-	-	uniprotkb:Q9NYY1	ENSEMBL:ENSG00000162891	EntrezGene:50604	complex	R-HSA-8986991	-
reactome:R-HSA-72571	-	-	uniprotkb:P47813	ENSEMBL:ENSG00000173674	EntrezGene:107984923|EntrezGene:1964	reaction	R-HSA-156808	9857202
reactome:R-HSA-8983439	-	-	uniprotkb:Q6EBC2	ENSEMBL:ENSG00000204671	EntrezGene:386653	complex	R-HSA-8983441	-
reactome:R-HSA-74674	-	-	reactome:R-HSA-74671	-	-	complex	R-HSA-74678	-
uniprotkb:Q06520	ENSEMBL:ENSG00000105398	EntrezGene:6822	uniprotkb:Q06520	ENSEMBL:ENSG00000105398	EntrezGene:6822	complex	R-HSA-176648	-
reactome:R-HSA-421010	-	-	uniprotkb:O94973-3	ENSEMBL:ENSG00000183020	EntrezGene:161	reaction	R-HSA-421007	16055064
uniprotkb:P37231	ENSEMBL:ENSG00000132170	EntrezGene:5468	uniprotkb:P19793	ENSEMBL:ENSG00000186350	EntrezGene:6256	reaction	R-HSA-381262	17980149|19043829|17011499
uniprotkb:P53992	ENSEMBL:ENSG00000176986	EntrezGene:9632	uniprotkb:Q15436	ENSEMBL:ENSG00000100934	EntrezGene:10484	complex	R-HSA-204023	-
uniprotkb:P28715	ENSEMBL:ENSG00000134899	EntrezGene:2073	reactome:R-HSA-5690214	-	-	reaction	R-HSA-5690988	21282463|19279666
uniprotkb:Q03519	ENSEMBL:ENSG00000204267|ENSEMBL:ENSG00000206235|ENSEMBL:ENSG00000206299|ENSEMBL:ENSG00000223481|ENSEMBL:ENSG00000225967|ENSEMBL:ENSG00000228582|ENSEMBL:ENSG00000232326|ENSEMBL:ENSG00000237599	EntrezGene:6891	uniprotkb:Q03518	ENSEMBL:ENSG00000168394|ENSEMBL:ENSG00000206297|ENSEMBL:ENSG00000224212|ENSEMBL:ENSG00000226173|ENSEMBL:ENSG00000227816|ENSEMBL:ENSG00000230705|ENSEMBL:ENSG00000232367	EntrezGene:6890	complex	R-HSA-1236915	-
uniprotkb:O95835	ENSEMBL:ENSG00000131023	EntrezGene:9113	uniprotkb:O75161	ENSEMBL:ENSG00000131697	EntrezGene:261734	reaction	R-HSA-2059926	21555462
uniprotkb:P0DP23	ENSEMBL:ENSG00000198668	EntrezGene:801|EntrezGene:805|EntrezGene:808	uniprotkb:P25098	ENSEMBL:ENSG00000173020	EntrezGene:156	complex	R-HSA-111965	-
reactome:R-HSA-5607702	-	-	uniprotkb:Q99558	ENSEMBL:ENSG00000006062	EntrezGene:9020	complex	R-HSA-5607681	-
uniprotkb:P06746	ENSEMBL:ENSG00000070501	EntrezGene:5423	uniprotkb:Q96K76	ENSEMBL:ENSG00000170242	EntrezGene:55031	complex	R-HSA-6783065	-
uniprotkb:Q15796	ENSEMBL:ENSG00000175387	EntrezGene:4087	uniprotkb:Q13485	ENSEMBL:ENSG00000141646	EntrezGene:4089	complex	R-HSA-2176487	-
uniprotkb:Q9P0U3	ENSEMBL:ENSG00000079387	EntrezGene:29843	uniprotkb:P63165	ENSEMBL:ENSG00000116030	EntrezGene:7341	reaction	R-HSA-2990840	11896061|15487983|16738331|16253240|12192048|14563852|17591783
reactome:R-HSA-205310	-	-	uniprotkb:O15524	ENSEMBL:ENSG00000185338	EntrezGene:8651	complex	R-HSA-1433442	-
uniprotkb:P22607	ENSEMBL:ENSG00000068078	EntrezGene:2261	uniprotkb:P22607	ENSEMBL:ENSG00000068078	EntrezGene:2261	complex	R-HSA-2033323	-
uniprotkb:Q8NDV7	ENSEMBL:ENSG00000090905	EntrezGene:27327	uniprotkb:Q9HCE1	ENSEMBL:ENSG00000155363	EntrezGene:4343	complex	R-HSA-1852611	-
uniprotkb:P84243	ENSEMBL:ENSG00000132475|ENSEMBL:ENSG00000163041	EntrezGene:3020|EntrezGene:3021	uniprotkb:P45973	ENSEMBL:ENSG00000094916	EntrezGene:23468	reaction	R-HSA-994106	11242053
reactome:R-HSA-192597	-	-	uniprotkb:P19174	ENSEMBL:ENSG00000124181	EntrezGene:5335	reaction	R-HSA-5654159	10652257|16844695
uniprotkb:Q14571	ENSEMBL:ENSG00000123104	EntrezGene:3709	uniprotkb:Q14571	ENSEMBL:ENSG00000123104	EntrezGene:3709	complex	R-HSA-5622011	-
reactome:R-HSA-72555	-	-	reactome:R-HSA-72532	-	-	complex	R-HSA-72571	-
reactome:R-HSA-6814644	-	-	reactome:R-HSA-6814630	-	-	complex	R-HSA-6814662	-
reactome:R-HIV-177535	-	-	reactome:R-HSA-3244607	-	-	complex	R-HSA-3244619	22071149|20871604
uniprotkb:Q08881	ENSEMBL:ENSG00000113263	EntrezGene:3702	uniprotkb:Q9UKW4	ENSEMBL:ENSG00000134215	EntrezGene:10451	complex	R-HSA-2685707	-
uniprotkb:Q96JK9	ENSEMBL:ENSG00000196782	EntrezGene:55534	uniprotkb:Q09472	ENSEMBL:ENSG00000100393	EntrezGene:2033	complex	R-NUL-2064911	-
reactome:R-HSA-1474201	-	-	reactome:R-HSA-2396378	-	-	complex	R-HSA-2396268	-
uniprotkb:P04601	-	-	uniprotkb:Q6VY07	ENSEMBL:ENSG00000175115	EntrezGene:55690	complex	R-HSA-182373	-
reactome:R-HSA-5672703	-	-	uniprotkb:P28482	ENSEMBL:ENSG00000100030	EntrezGene:5594	complex	R-HSA-5674131	-
uniprotkb:P19174	ENSEMBL:ENSG00000124181	EntrezGene:5335	ChEBI:16618	-	-	reaction	R-HSA-5655313	19147536|16844695|10652257|19749790|10918587|16091734|18337450
reactome:R-HSA-2404188	-	-	uniprotkb:P05019	ENSEMBL:ENSG00000017427	EntrezGene:3479	complex	R-HSA-2404189	-
uniprotkb:P42336	ENSEMBL:ENSG00000121879	EntrezGene:5290	uniprotkb:P27986	ENSEMBL:ENSG00000145675	EntrezGene:5295	complex	R-HSA-179791	-
uniprotkb:P51168	ENSEMBL:ENSG00000168447	EntrezGene:6338	uniprotkb:P51170	ENSEMBL:ENSG00000166828	EntrezGene:6340	complex	R-HSA-2684917	-
uniprotkb:Q86XQ3	ENSEMBL:ENSG00000152705	EntrezGene:347732	uniprotkb:Q6ZRH7	ENSEMBL:ENSG00000099338	EntrezGene:57828	complex	R-HSA-2534353	-
reactome:R-HSA-2018773	-	-	ChEBI:28815	-	-	complex	R-HSA-2050642	-
uniprotkb:Q96PU5	ENSEMBL:ENSG00000049759	EntrezGene:23327	uniprotkb:O15105	ENSEMBL:ENSG00000101665	EntrezGene:4092	complex	R-HSA-2169026	-
uniprotkb:P27361	ENSEMBL:ENSG00000102882	EntrezGene:5595	uniprotkb:Q8NFM7	ENSEMBL:ENSG00000144730	EntrezGene:54756	complex	R-HSA-5674360	15239952
uniprotkb:P06737	ENSEMBL:ENSG00000100504	EntrezGene:5836	uniprotkb:P06737	ENSEMBL:ENSG00000100504	EntrezGene:5836	complex	R-HSA-71586	10949035
uniprotkb:Q96A46	ENSEMBL:ENSG00000155287	EntrezGene:81894	ChEBI:18248	-	-	reaction	R-HSA-1362417	-
reactome:R-HSA-8935761	-	-	uniprotkb:Q9UPQ9	ENSEMBL:ENSG00000100354	EntrezGene:23112	complex	R-HSA-8935760	26749280|26749280|26749280|26749280|26749280|26749280|26749280|26749280|26749280
uniprotkb:O14904	ENSEMBL:ENSG00000143816	EntrezGene:7483	uniprotkb:Q9Y5W5	ENSEMBL:ENSG00000156076	EntrezGene:11197	complex	R-HSA-3769337	-
uniprotkb:Q15223	ENSEMBL:ENSG00000110400	EntrezGene:5818	uniprotkb:P55196-2	ENSEMBL:ENSG00000130396	EntrezGene:4301	reaction	R-HSA-419003	10225955
uniprotkb:P30988	ENSEMBL:ENSG00000004948	EntrezGene:799	uniprotkb:O60894	ENSEMBL:ENSG00000132329	EntrezGene:10267	complex	R-HSA-420212	-
reactome:R-CBO-190016	-	-	uniprotkb:P63027	ENSEMBL:ENSG00000220205	EntrezGene:6844	reaction	R-HSA-194796	7803399|15217342|8402889|1331807
uniprotkb:P17252	ENSEMBL:ENSG00000154229	EntrezGene:5578	ChEBI:29108	-	-	complex	R-HSA-5223297	-
uniprotkb:P54368	ENSEMBL:ENSG00000104904	EntrezGene:4946	uniprotkb:P11926	ENSEMBL:ENSG00000115758	EntrezGene:4953	reaction	R-HSA-350567	12660156|7811704|12359729|9132164
reactome:R-HSA-1614241	-	-	reactome:R-HSA-1911478	-	-	reaction	R-HSA-1912366	19723635
uniprotkb:Q9HCJ0	ENSEMBL:ENSG00000078687	EntrezGene:57690	uniprotkb:Q9HCE1	ENSEMBL:ENSG00000155363	EntrezGene:4343	complex	R-HSA-8937100	19114653|19114653|19114653|19114653|19114653|19114653|19114653|19114653|19114653
uniprotkb:P09038	ENSEMBL:ENSG00000138685	EntrezGene:2247	uniprotkb:P21802	ENSEMBL:ENSG00000066468	EntrezGene:2263	complex	R-HSA-8853189	-
